0,235167098,"#拾獲
物品：學生證
時間：1/14
地點：分部側門
特徵：廖譽凱 先生
同學您的學生證掉了，我拿去物理系系辦哦～
https://i.imgur.com/0U3P9kw.jpg",物理系廖同學學生證,2021-01-13T16:37:56.567Z,2021-01-13T16:37:56.567Z,0,2,M,ntnu,https://www.dcard.tw/f/ntnu/p/235167098,dcard,post,拾獲物品學生證時間地點分部側門特徵廖譽凱先生同學您的學生證掉了我拿去物理系系辦哦,"['拾獲', '物品', '學生證', '時間', '地點', '分部', '側門', '特徵', '廖譽凱', '先生', '同學', '您', '的', '學生證', '掉', '了', '我', '拿去', '物理系', '系辦', '哦']","['拾獲', '物品', '學生證', '時間', '地點', '分部', '側門', '特徵', '廖譽凱', '先生', '同學', '學生證', '掉', '拿去', '物理系', '系辦']",[],neutral
1,235164859,此篇文章為轉貼文章，請更新至最新版本觀看完整內容。,師大有網軍欸,2021-01-13T10:33:00.681Z,2021-01-13T10:33:00.681Z,0,2,M,ntnu,https://www.dcard.tw/f/ntnu/p/235164859,dcard,post,此篇文章為轉貼文章請更新至最新版本觀看完整內容,"['此', '篇', '文章', '為轉貼', '文章', '請', '更新', '至', '最', '新', '版本', '觀看', '完整', '內容']","['篇', '文章', '為轉貼', '文章', '請', '更新', '最', '新', '版本', '觀看', '完整', '內容']",[],positive
2,235164773,"https://i.imgur.com/qv2QT4G.jpg
肉骨茶麵線 120元

湯喝起來有很重的枸杞跟麵線味ˊㄧˋ
想問來吃過的馬來西亞同學
這個味道是正常的嗎QAQ",新開的肉骨茶,2021-01-13T10:15:49.601Z,2021-01-13T10:15:49.601Z,4,1,M,ntnu,https://www.dcard.tw/f/ntnu/p/235164773,dcard,post,肉骨茶麵線元湯喝起來有很重的枸杞跟麵線味想問來吃過的馬來西亞同學這個味道是正常的嗎,"['肉骨茶', '麵線', '元湯', '喝起來', '有', '很', '重', '的', '枸杞', '跟', '麵線味', '想', '問來', '吃', '過', '的', '馬來西亞', '同學', '這', '個', '味道', '是', '正常', '的', '嗎']","['肉骨茶', '麵線', '元湯', '喝起來', '重', '枸杞', '麵線味', '想', '問來', '吃', '馬來西亞', '同學', '味道', '正常']",[],positive
3,235164246,"如題，想問一下還有學長姐想收伯樂電腦包嗎~這裡有四個都沒有用過的！
要面交的話原則上是明天(1/14)詳細時間地點再討論
-
然後另外有小後背包*2是要送的(如下圖) 
要的直接留言說就好！
https://i.imgur.com/28hKn6Y.jpg
-
祝大家期末歐趴٩(˃̶͈̀௰˂̶͈́)و",有學長姐想收伯樂電腦包嗎~,2021-01-13T08:28:53.040Z,2021-01-13T08:28:53.040Z,13,7,F,ntnu,https://www.dcard.tw/f/ntnu/p/235164246,dcard,post,如題想問一下還有學長姐想收伯樂電腦包嗎這裡有四個都沒有用過的要面交的話原則上是明天詳細時間地點再討論然後另外有小後背包是要送的如下圖要的直接留言說就好祝大家期末歐趴,"['如', '題', '想', '問', '一下', '還', '有', '學長', '姐', '想', '收', '伯樂', '電腦', '包', '嗎', '這裡', '有', '四', '個', '都', '沒有用', '過', '的', '要', '面', '交', '的', '話', '原則上', '是', '明天', '詳細', '時間', '地點', '再', '討論', '然後', '另外', '有', '小', '後', '背包', '是', '要', '送', '的', '如', '下圖', '要', '的', '直接', '留言', '說', '就', '好', '祝', '大家', '期末', '歐', '趴']","['題', '想', '問', '一下', '學長', '姐', '想', '收', '伯樂', '電腦', '包', '這裡', '沒有用', '面', '交', '話', '原則上', '明天', '詳細', '時間', '地點', '再', '討論', '小', '後', '背包', '送', '下圖', '直接', '留言', '說', '好', '祝', '期末', '歐', '趴']",[],negative
4,235162538,"【迪芬尼聲學人資團隊，親自傳授求職秘辛】
看著心動的工作/實習機會，但自己的履歷又再度石沉大海？
想申請研究所或研習機會，卻不知道如何撰寫履歷?
明明準備好的自我介紹，一到現場面試就緊張都忘光光？不知道要怎麼回答面試官問題?
機會是留給準備好的人！
本講座活動包含<模擬面試X履歷講座>，
✔️實際人資一對一和您做諮詢
✔️過來人的經驗分享(來聽聽我們的年輕人怎麼說)
✔️履歷沒想像的複雜，抓住架構與重點就不怕！
✔️面試心法不私藏
不管你來自什麼科系，不管你是大一還是研究所
或是工作經驗2年以下者
都歡迎來報名 [履歷面試健檢活動] 🤩
📍報名時間：即日起至 額滿為止(15人)
📍報名表單： https://forms.gle/PQeLr8HS4yAphzaTA

https://i.imgur.com/gMFBEfU.jpg

https://i.imgur.com/vS0cXLe.jpg

我是師大國際人資研究所的學生
目前正在迪芬尼聲學實習:)
歡迎近期有需要投遞履歷、面試的各位報名參加唷！

https://www.facebook.com/231979276913145/posts/3406153729495668?sfns=mo",【活動分享】迪芬尼聲學－履歷面試健檢,2021-01-13T02:28:03.771Z,2021-01-13T02:30:16.866Z,0,2,F,ntnu,https://www.dcard.tw/f/ntnu/p/235162538,dcard,post,迪芬尼聲學人資團隊親自傳授求職秘辛看著心動的工作實習機會但自己的履歷又再度石沉大海想申請研究所或研習機會卻不知道如何撰寫履歷明明準備好的自我介紹一到現場面試就緊張都忘光光不知道要怎麼回答面試官問題機會是留給準備好的人本講座活動包含模擬面試履歷講座實際人資一對一和您做諮詢過來人的經驗分享來聽聽我們的年輕人怎麼說履歷沒想像的複雜抓住架構與重點就不怕面試心法不私藏不管你來自什麼科系不管你是大一還是研究所或是工作經驗年以下者都歡迎來報名履歷面試健檢活動報名時間即日起至額滿為止人報名表單我是師大國際人資研究所的學生目前正在迪芬尼聲學實習歡迎近期有需要投遞履歷面試的各位報名參加唷,"['迪芬尼聲', '學人', '資', '團隊', '親自', '傳授', '求職', '秘辛', '看', '著', '心動', '的', '工作', '實習', '機會', '但', '自己', '的', '履歷', '又', '再度', '石沉', '大海', '想', '申請', '研究所', '或', '研習', '機會', '卻', '不', '知道', '如何', '撰寫', '履歷', '明明', '準備好', '的', '自我', '介紹', '一', '到', '現場', '面試', '就', '緊張', '都', '忘光', '光', '不', '知道', '要', '怎麼', '回答', '面試', '官', '問題', '機會', '是', '留給', '準備好', '的', '人本', '講座', '活動', '包含', '模擬', '面試', '履歷', '講座', '實際', '人', '資', '一', '對', '一', '和', '您', '做', '諮詢', '過來人', '的', '經驗', '分享', '來', '聽聽', '我們', '的', '年輕人', '怎麼說', '履歷', '沒', '想像', '的', '複雜', '抓住', '架構', '與', '重點', '就', '不', '怕', '面試', '心法', '不', '私藏', '不管', '你', '來自', '什麼', '科系', '不管', '你', '是', '大一', '還是', '研究所', '或是', '工作', '經驗', '年', '以下', '者', '都', '歡迎', '來', '報名', '履歷', '面試', '健檢', '活動', '報名', '時間', '即日', '起', '至', '額滿', '為止', '人', '報名表', '單', '我', '是', '師大', '國際人', '資', '研究所', '的', '學生', '目前', '正在', '迪芬尼聲', '學', '實習', '歡迎', '近期', '有', '需要', '投遞', '履歷', '面試', '的', '各位', '報名', '參加', '唷']","['迪芬尼聲', '學人', '資', '團隊', '傳授', '求職', '秘辛', '心動', '工作', '實習', '機會', '履歷', '再度', '石沉', '大海', '想', '申請', '研究所', '研習', '機會', '卻', '知道', '撰寫', '履歷', '明明', '準備好', '自我', '介紹', '現場', '面試', '緊張', '忘光', '知道', '回答', '面試', '官', '問題', '機會', '留給', '準備好', '人本', '講座', '活動', '包含', '模擬', '面試', '履歷', '講座', '實際', '人', '資', '做', '諮詢', '過來人', '經驗', '分享', '聽聽', '年輕人', '怎麼說', '履歷', '想像', '複雜', '抓住', '架構', '重點', '面試', '心法', '私藏', '來自', '科系', '大一', '研究所', '工作', '經驗', '年', '以下', '歡迎', '報名', '履歷', '面試', '健檢', '活動', '報名', '時間', '即日', '額滿', '為止', '人', '報名表', '師大', '國際人', '資', '研究所', '學生', '目前', '正在', '迪芬尼聲', '學', '實習', '歡迎', '近期', '需要', '投遞', '履歷', '面試', '報名', '參加', '唷']","['履歷', '面試', '資']",positive
5,235160984,"[協助朋友轉貼]
https://i.imgur.com/hOVLT2Y.jpg

🎊活動簡介：
如果你 對於新創的文化有著無比的嚮往，卻不知道自己合不合適
如果你 想要知道如何準備面試 卻無從著手
如果你 想要了解從學校到職場如何適應
那麼絕對不要錯過這難得的講座! 
我們將一一從輕鬆聊天的與談中 破解這些謎底
本次活動邀請到的講者是：在軟體業新創公司擁有資深經驗的前端工程師！
將為我們帶來在軟體業新創公司的種種經驗分享
歡迎有興趣一窺軟體工程師職涯的同學們踴躍報名唷！

🌟活動時間：
2021/1/23(六) 15:00~16:00
(講座時間：一小時，後續若有疑問可再另行跟講者細聊)

🌟形式：
以講座的方式進行

🌟活動費用：
由於講師純屬經驗分享不額外收費

🌟地點：
台大附近 (待報名成功會再另行通知)

🎊報名表單：
https://forms.gle/X2JqawTzcjSUM3xu9

💫報名截止：
~1/17(日)晚上12點
*錄取通知將在1/18(一)傍晚寄出",「職人給問嗎?」--新創與大公司的十字路口,2021-01-12T16:03:09.800Z,2021-01-12T16:03:09.800Z,1,2,M,ntnu,https://www.dcard.tw/f/ntnu/p/235160984,dcard,post,協助朋友轉貼活動簡介如果你對於新創的文化有著無比的嚮往卻不知道自己合不合適如果你想要知道如何準備面試卻無從著手如果你想要了解從學校到職場如何適應那麼絕對不要錯過這難得的講座我們將一一從輕鬆聊天的與談中破解這些謎底本次活動邀請到的講者是在軟體業新創公司擁有資深經驗的前端工程師將為我們帶來在軟體業新創公司的種種經驗分享歡迎有興趣一窺軟體工程師職涯的同學們踴躍報名唷活動時間六講座時間一小時後續若有疑問可再另行跟講者細聊形式以講座的方式進行活動費用由於講師純屬經驗分享不額外收費地點台大附近待報名成功會再另行通知報名表單報名截止日晚上點錄取通知將在一傍晚寄出,"['協助', '朋友', '轉貼', '活動', '簡介', '如果', '你', '對於', '新創', '的', '文化', '有', '著', '無比', '的', '嚮往', '卻', '不', '知道', '自己', '合不合', '適', '如果', '你', '想要', '知道', '如何', '準備', '面試', '卻', '無從', '著手', '如果', '你', '想要', '了解', '從', '學校', '到', '職場', '如何', '適應', '那麼', '絕對', '不要', '錯過', '這', '難得', '的', '講座', '我們', '將', '一一', '從', '輕鬆', '聊天', '的', '與', '談', '中', '破解', '這些', '謎底', '本', '次', '活動', '邀請到', '的', '講', '者', '是', '在', '軟體業', '新創', '公司', '擁有', '資深', '經驗', '的', '前端', '工程師', '將', '為', '我們', '帶來', '在', '軟體業', '新創', '公司', '的', '種種', '經驗', '分享', '歡迎', '有', '興趣', '一', '窺', '軟體', '工程師', '職涯', '的', '同學們', '踴躍', '報名', '唷', '活動', '時間', '六', '講座', '時間', '一', '小時', '後續', '若', '有', '疑問', '可', '再', '另行', '跟', '講', '者', '細聊', '形式', '以', '講座', '的', '方式', '進行', '活動', '費用', '由於', '講師', '純屬', '經驗', '分享', '不', '額外', '收費', '地點', '台大', '附近', '待', '報名', '成功', '會', '再', '另行', '通知', '報名表', '單', '報名', '截止日', '晚上點', '錄取', '通知', '將', '在', '一', '傍晚', '寄出']","['協助', '朋友', '轉貼', '活動', '簡介', '新創', '文化', '無比', '嚮往', '卻', '知道', '合不合', '適', '想要', '知道', '準備', '面試', '卻', '無從', '著手', '想要', '了解', '學校', '職場', '適應', '錯過', '講座', '一一', '輕鬆', '聊天', '談', '中', '破解', '謎底', '次', '活動', '邀請到', '講', '軟體業', '新創', '公司', '擁有', '資深', '經驗', '前端', '工程師', '帶來', '軟體業', '新創', '公司', '種種', '經驗', '分享', '歡迎', '興趣', '窺', '軟體', '工程師', '職涯', '同學們', '踴躍', '報名', '唷', '活動', '時間', '講座', '時間', '小時', '後續', '疑問', '再', '講', '細聊', '形式', '講座', '方式', '進行', '活動', '費用', '講師', '純屬', '經驗', '分享', '額外', '收費', '地點', '台大', '附近', '報名', '成功', '再', '通知', '報名表', '報名', '截止日', '晚上點', '錄取', '通知', '傍晚', '寄出']",[],positive
6,235160962,此篇文章為轉貼文章，請更新至最新版本觀看完整內容。,數學哥也太紅了😂,2021-01-12T16:00:21.717Z,2021-01-12T16:00:21.717Z,3,2,M,ntnu,https://www.dcard.tw/f/ntnu/p/235160962,dcard,post,此篇文章為轉貼文章請更新至最新版本觀看完整內容,"['此', '篇', '文章', '為轉貼', '文章', '請', '更新', '至', '最', '新', '版本', '觀看', '完整', '內容']","['篇', '文章', '為轉貼', '文章', '請', '更新', '最', '新', '版本', '觀看', '完整', '內容']",[],positive
7,235157755,請問今天有上劉容真數學導論的同學，期末考時間是明天星期三，從下午1：20開始考嗎？之前老師在講的時候沒聽清楚，還請大家幫幫忙😭,關於數學導論的期末考時間,2021-01-12T06:19:57.053Z,2021-01-12T06:19:57.053Z,5,2,M,ntnu,https://www.dcard.tw/f/ntnu/p/235157755,dcard,post,請問今天有上劉容真數學導論的同學期末考時間是明天星期三從下午開始考嗎之前老師在講的時候沒聽清楚還請大家幫幫忙,"['請問', '今天', '有', '上', '劉容', '真', '數學', '導論', '的', '同學', '期末考', '時間', '是', '明天', '星期三', '從', '下午', '開始', '考', '嗎', '之前', '老師', '在', '講', '的', '時候', '沒', '聽清楚', '還', '請', '大家', '幫幫忙']","['請問', '今天', '劉容', '真', '數學', '導論', '同學', '期末考', '時間', '明天', '星期三', '下午', '考', '之前', '老師', '講', '聽清楚', '請', '幫幫忙']",[],neutral
8,235157033,"如題，有人知道要去哪裡查台灣大學系統開課名單嗎？
我看了很久，都只看到我們學校的，如果有人會的話，拜託教學一下。
好人一生平安，期末歐趴！",校際選課 開課名單,2021-01-12T03:52:14.235Z,2021-01-12T03:52:14.235Z,17,0,F,ntnu,https://www.dcard.tw/f/ntnu/p/235157033,dcard,post,如題有人知道要去哪裡查台灣大學系統開課名單嗎我看了很久都只看到我們學校的如果有人會的話拜託教學一下好人一生平安期末歐趴,"['如', '題', '有', '人', '知道', '要', '去', '哪裡', '查', '台灣', '大學', '系統', '開課', '名單', '嗎', '我', '看', '了', '很', '久', '都', '只', '看到', '我們', '學校', '的', '如果', '有', '人', '會', '的', '話', '拜託', '教學', '一下', '好人', '一生', '平安', '期末', '歐', '趴']","['題', '人', '知道', '哪裡', '查', '台灣', '大學', '系統', '開課', '名單', '久', '只', '看到', '學校', '人', '話', '拜託', '教學', '一下', '好人', '一生', '平安', '期末', '歐', '趴']",[],positive
9,235156510,"這堂課真的很雷
分組報告更是雷翻天
整學期只有第一堂跟最後兩堂實體課
而且是加退選跟期末報告兩週
我都沒看過我的組員是要怎麼做報告
還會一直被陌生人直接加組
爛死了這堂課
完全沒有必要浪費時間還有腦細胞",【勸退】行動APP設計,2021-01-12T01:23:35.080Z,2021-01-12T01:23:35.080Z,4,2,M,ntnu,https://www.dcard.tw/f/ntnu/p/235156510,dcard,post,這堂課真的很雷分組報告更是雷翻天整學期只有第一堂跟最後兩堂實體課而且是加退選跟期末報告兩週我都沒看過我的組員是要怎麼做報告還會一直被陌生人直接加組爛死了這堂課完全沒有必要浪費時間還有腦細胞,"['這', '堂', '課', '真的', '很', '雷', '分組', '報告', '更', '是', '雷翻', '天', '整', '學期', '只有', '第一', '堂', '跟', '最後', '兩', '堂', '實體課', '而且', '是', '加', '退', '選', '跟', '期末', '報告', '兩', '週', '我', '都', '沒', '看過', '我', '的', '組員', '是', '要', '怎麼', '做', '報告', '還', '會', '一直', '被', '陌生人', '直接', '加', '組爛', '死', '了', '這', '堂', '課', '完全', '沒有', '必要', '浪費', '時間', '還', '有', '腦', '細胞']","['堂', '課', '真的', '雷', '分組', '報告', '雷翻', '天', '整', '學期', '第一', '堂', '最後', '兩', '堂', '實體課', '加', '退', '選', '期末', '報告', '兩', '週', '看過', '組員', '做', '報告', '一直', '陌生人', '直接', '加', '組爛', '死', '堂', '課', '完全', '必要', '浪費', '時間', '腦', '細胞']",[],negative
