0,235205317,"嗨一各位Ecup 30cm
乳題 大家都拿到幾分呢🤣🤣❗❗
先說我86 然後偽99 100仔退散
我是真的好奇老師的給分",歐洲政府與外交政策,2021-01-20T11:38:16.774Z,2021-01-20T11:38:16.774Z,13,5,F,nccu,https://www.dcard.tw/f/nccu/p/235205317,dcard,post,嗨一各位乳題大家都拿到幾分呢先說我然後偽仔退散我是真的好奇老師的給分,"['嗨', '一', '各位', '乳題', '大家', '都', '拿到', '幾', '分', '呢', '先', '說', '我', '然後', '偽仔退散', '我', '是', '真的', '好奇', '老師', '的', '給分']","['I', 'Neu', 'Nh', 'Na', 'Nh', 'D', 'VC', 'Neu', 'Nf', 'T', 'D', 'VE', 'Nh', 'D', 'VH', 'Nh', 'SHI', 'D', 'VH', 'Na', 'DE', 'VA']","['嗨', '乳題', '拿到', '分', '先', '說', '偽仔退散', '真的', '好奇', '老師', '給分']",[],positive
1,235205088,請問這學期結束後，系排名什麼時候出來?謝謝,請問系排名,2021-01-20T10:59:35.095Z,2021-01-20T10:59:35.095Z,16,3,M,nccu,https://www.dcard.tw/f/nccu/p/235205088,dcard,post,請問這學期結束後系排名什麼時候出來謝謝,"['請問', '這', '學期', '結束', '後', '系', '排名', '什麼', '時候', '出來', '謝謝']","['VE', 'Nep', 'Na', 'VHC', 'Ng', 'Nc', 'VG', 'Nep', 'Na', 'VA', 'VJ']","['請問', '學期', '結束', '後', '系', '排名', '謝謝']",[],positive
2,235205040,"如題
如果一門課只有兩位學生選，那還會開課嗎
下午看了選課系統，這門課只有兩個人選
是這門課有什麼問題嗎",謝佩璇 知識管理系統,2021-01-20T10:49:54.839Z,2021-01-20T10:49:54.839Z,3,5,M,nccu,https://www.dcard.tw/f/nccu/p/235205040,dcard,post,如題如果一門課只有兩位學生選那還會開課嗎下午看了選課系統這門課只有兩個人選是這門課有什麼問題嗎,"['如', '題', '如果', '一', '門', '課', '只有', '兩', '位', '學生', '選', '那', '還', '會', '開課', '嗎', '下午', '看', '了', '選課', '系統', '這', '門', '課', '只有', '兩', '個', '人選', '是', '這', '門', '課', '有', '什麼', '問題', '嗎']","['P', 'Na', 'Cbb', 'Neu', 'Nf', 'Na', 'D', 'Neu', 'Nf', 'Na', 'VC', 'Nep', 'D', 'D', 'VA', 'T', 'Nd', 'VC', 'Di', 'VA', 'Na', 'Nep', 'Nf', 'Na', 'D', 'Neu', 'Nf', 'Na', 'SHI', 'Nep', 'Nf', 'Na', 'V_2', 'Nep', 'Na', 'T']","['題', '門', '課', '兩', '位', '學生', '選', '開課', '下午', '選課', '系統', '門', '課', '兩', '人選', '門', '課', '問題']",[],negative
3,235204692,"致謙總經成績出來啦！！！
超佛、超甜，甜到讓你嚇到！！！",吳致謙 總體經濟學,2021-01-20T09:32:48.778Z,2021-01-20T09:37:26.045Z,13,8,M,nccu,https://www.dcard.tw/f/nccu/p/235204692,dcard,post,致謙總經成績出來啦超佛超甜甜到讓你嚇到,"['致', '謙', '總', '經', '成績', '出來', '啦', '超佛超', '甜甜', '到', '讓', '你', '嚇到']","['VL', 'b', 'D', 'P', 'Na', 'VA', 'T', 'Nb', 'VH', 'P', 'VL', 'Nh', 'VJ']","['致', '謙', '總', '成績', '超佛超', '甜甜', '嚇到']",[],negative
